"status","year ","wage","state","occupational_group","job_title","employer_name"
"CERTIFIED","2011","98675.0","MD","Economists","SENIOR RESEARCH ASSOCIATE","UBC HEALTH CARE ANALYTICS, INC."
"CERTIFIED-WITHDRAWN","2011","115024.0","CA","Computer Software Engineers, Applications","SR. RELEASE ENGINEER","CYBERSOURCE CORPORATION"
"CERTIFIED","2011","127000.0","WA","Food Scientists and Technologists","WINEMAKER","STE. MICHELLE WINE ESTATES"
"CERTIFIED","2011","53664.0","PA","Health Diagnosing and Treating Practitioners, All ","RESIDENT - FAMILY MEDICINE","UHCP D/B/A UPMC MEP"
"CERTIFIED","2011","65000.0","VA","Computer Programmers","SOFTWARE PROGRAMMER ANALYST/DEVELOPER","ASTA CRS, INC."
"CERTIFIED","2011","55536.0","TX","Computer Systems Analysts","PROGRAMMER/ ANALYST","PERK SYSTEMS INC."
"CERTIFIED","2011","120000.0","PA","Computer and Information Systems Managers","PROJECT MANAGER","INTELLIGROUP, INC."
"CERTIFIED","2011","60000.0","TX","Computer Programmers","SYSTEMS ASSOCIATE","MPHASIS CORPORATION"
"CERTIFIED","2011","27300.0","KY","Biological Technicians","RESEARCH TECHNOLOGIST I","UNIVERSITY OF LOUISVILLE"
"CERTIFIED","2011","69268.0","TN","Management Analysts","BUSINESS SYSTEMS ANALYST","SATYAM COMPUTER SERVICES LTD."
"CERTIFIED","2011","62400.0","CA","Computer Software Engineers, Applications","SOFTWARE ENGINEER","ARRAYGAMES, INC."
"CERTIFIED","2011","63900.0","GA","Computer Programmers","COMPUTER PROGRAMMER","TATA CONSULTANCY SERVICES LIMITED"
"DENIED","2011","69000.0","NY","Computer Science Teachers, Postsecondary","VISITING ASSISTANT PROFESSOR","ROCHESTER INSTITUTE OF TECHNOLOGY"
"CERTIFIED","2011","43680.0","MA","Medical Scientists, Except Epidemiologists","RESEARCH FELLOW","BRIGHAM AND WOMEN'S HOSPITAL"
"CERTIFIED","2011","60000.0","CA","Computer Systems Analysts","IT BUSINESS ANALYST","SCOPUS CONSULTING GROUP INC."
"DENIED","2011","160000.0","CT","Financial Managers","EXECUTIVE VICE PRESIDENT, BUSINESS DEVELOPMENT","GODEL CAPITAL, LLC"
"CERTIFIED","2011","175000.0","AZ","Internists, General","HOSPITALIST","BANNER HEALTH"
"CERTIFIED","2011","51000.0","IL","Management Analysts","MANAGEMENT ANALYST","LUCEO, INC."
"CERTIFIED","2011","100714.0","CT","","BUSINESS SYSTEM ANALYST LEVEL - 3","WIPRO LIMITED"
"CERTIFIED","2011","61500.0","IL","Computer Software Engineers, Applications","COMPUTER SYSTEMS ENGINEERS / SYSTEMS ARCHITECT","BIRLASOFT INC"
"CERTIFIED","2011","102294.0","WA","Electrical Engineers","STAFF ANTENNA DESIGN ENGINEER","IMPINJ, INC."
"CERTIFIED","2011","60000.0","NJ","Computer Programmers","PROGRAMMER ANALYST","ZYLOG SYSTEMS LTD."
"CERTIFIED-WITHDRAWN","2011","36067.0","FL","Microbiologists","BIOLOGICAL SCIENTIST","UNIVERSITY OF FLORIDA"
"CERTIFIED","2011","66400.0","IL","Computer Programmers","COMPUTER PROGRAMMER","TATA CONSULTANCY SERVICES LIMITED"
"DENIED","2011","120000.0","TX","Computer Systems Engineers/Architects","BUSINESS DEVELOPMENT AND SIGNALLING PROTOCOL DESIG","IRIDESCENT NETWORKS INC"
"CERTIFIED","2011","60000.0","CA","Computer Systems Analysts","PROGRAMMER ANALYST","SCOPUS CONSULTING GROUP INC."
"WITHDRAWN","2011","63523.0","CT","Software Quality Assurance Engineers and Testers","JUNIOR QUALITY ASSURANCE ANALYST","TRIPLE POINT TECHNOLOGY, INC."
"WITHDRAWN","2011","83200.0","CT","Health Specialties Teachers, Postsecondary","CLINICAL INSTRUCTOR","UNIVERSITY OF CONNECTICUT HEALTH CENTER"
"CERTIFIED","2011","65500.0","MD","Computer Programmers","COMPUTER PROGRAMMER","TATA CONSULTANCY SERVICES LIMITED"
"CERTIFIED","2011","75000.0","NJ","Computer Software Engineers, Applications","SENIOR SOFTWARE ENGINEER","LABVANTAGE SOLUTIONS, INC."
"CERTIFIED","2011","62600.0","MN","Computer Programmers","COMPUTER PROGRAMMER","TATA CONSULTANCY SERVICES LIMITED"
"DENIED","2011","68700.0","IL","Computer Programmers","PROGRAMMER ANALYST","KIP INFORMATION TECHNOLOGIES INC"
"CERTIFIED","2011","650583.0","CA","Computer Systems Analysts","SYSTEMS ANALYST","SATYAM COMPUTER SERVICES LIMITED"
"CERTIFIED","2011","54000.0","AZ","Computer Software Engineers, Applications","COMPUTER SOFTWARE ENGINEER","INTRAEDGE, INC."
"DENIED","2011","60000.0","TX","Market Research Analysts","MARKET RESEARCH ANALYST","A&R INSURANCE AGENCIES, INC."
"CERTIFIED","2011","101000.0","MI","Economists","INTERNATIONAL DEVELOPMENT ECONOMIST","MICHIGAN STATE UNIVERSITY"
"CERTIFIED","2011","106434.0","CA","Computer Software Engineers, Applications","COMPUTER SOFTWARE ENGINEER, APPLICATIONS","FUJITSU AMERICA, INC."
"DENIED","2011","65000.0","SC","Computer Systems Analysts","PROGRAMMER ANALYST","VERIAN TECHNOLOGIES LLC"
"CERTIFIED","2011","102900.0","CA","Software Developers, Systems Software","SOFTWARE ENGINEER (TECH YAHOO!,SR. SOFTWARE DEV EN","YAHOO! INC."
"WITHDRAWN","2011","80000.0","CA","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST (APPLICATIONS)","COLLABERA SOLUTIONS PRIVATE LIMITED"
"CERTIFIED","2011","40548.0","AZ","Biochemists and Biophysicists","POSTDOCTORAL RESEARCH ASSOCIATE I","THE UNIVERSITY OF ARIZONA"
"CERTIFIED","2011","41200.0","VA","Philosophy and Religion Teachers, Postsecondary","TERM ASSISTANT PROFESSOR","GEORGE MASON UNIVERSITY"
"CERTIFIED","2011","73307.0","TX","Electronics Engineers, Except Computer","APPLICATION ENGINEER I","YOKOGAWA CORPORATION OF AMERICA"
"CERTIFIED","2011","60000.0","WI","Medical Scientists, Except Epidemiologists","ASSISTANT SCIENTIST","WISCONSIN ALUMNI RESEARCH FOUNDATION"
"CERTIFIED","2011","104500.0","CA","Software Developers, Applications","SOFTWARE ENGINEER","AAXIS GROUP CORP"
"CERTIFIED","2011","55370.0","MI","Software Developers, Systems Software","ASSOCIATE SOFTWARE ENGINEER","CONTINENTAL AUTOMOTIVE SYSTEMS US, INC."
"CERTIFIED","2011","78280.0","PA","Engineering Teachers, Postsecondary","ASSISTANT PROFESSOR","PHILADELPHIA UNIVERSITY"
"DENIED","2011","185890.0","CA","General and Operations Managers","GENERAL MANAGER","KINKOSHA, INC."
"DENIED","2011","44803.0","OK","Purchasing Managers","PURCHASING MANAGER","HUNTEN OUTDOORS, L.L.C."
"CERTIFIED","2011","70000.0","NY","Electrical Engineers","ELECTRICAL ENGINEER","PIRAMAL CRITICAL CARE INC."
"CERTIFIED","2011","77000.0","GA","Software Developers, Applications","SOFTWARE ENGINEER","SEMAFOR TECHNOLOGIES, LLC"
"CERTIFIED","2011","70650.0","TX","Electronics Engineers, Except Computer","APPLICATION ENGINEER I","YOKOGAWA CORPORATION OF AMERICA"
"CERTIFIED","2011","61500.0","IL","Operations Research Analysts","BUSINESS MANAGEMENT ANALYST II","ENTELLECTS CORPORATION"
"CERTIFIED","2011","96000.0","TX","Software Developers, Applications","SR. J2EE DEVELOPER/ARCHITECT","USFI"
"CERTIFIED","2011","1117000.0","TX","Geoscientists, Except Hydrologists and Geographers","GEOLOGIST","BP AMERICA INC."
"CERTIFIED","2011","89419.0","MA","Computer Systems Analysts","SENIOR TEAM LEAD, ENGINEERING DEVELOPMENT GROUP","THE MATHWORKS, INC."
"CERTIFIED","2011","55245.0","NJ","Computer Programmers","PROGRAMMER ANALYST","AIT GLOBAL, INC"
"CERTIFIED","2011","60507.0","MO","Computer Programmers","PROGRAMMER ANALYST","ITECH US, INC."
"CERTIFIED","2011","68873.0","WA","Statisticians","ERDC EDUCATION RESEARCH ANALYST (ARRA PROJECT)","OFFICE OF FINANCIAL MANAGEMENT"
"CERTIFIED","2011","55952.0","MN","Management Analysts","ASSOCIATE (ADVISORY)","PRICEWATERHOUSECOOPERS, LLP"
"CERTIFIED","2011","67600.0","NY","Accountants and Auditors","AUDITOR","O'CONNOR DAVIES MUNNS & DOBBINS LLP"
"CERTIFIED","2011","42624.0","CT","Biochemists and Biophysicists","POSTDOCTORAL  ASSOCIATE","YALE UNIVERSITY"
"CERTIFIED","2011","82000.0","PA","Software Developers, Systems Software","SR SYSTEMS ENGINEER","SIEMENS INDUSTRY, INC."
"CERTIFIED","2011","47184.0","TX","Elementary School Teachers, Except Special Educati","BILINGUAL ELEMENTARY SCHOOL TEACHER","ALDINE INDEPENDENT SCHOOL DISTRICT"
"CERTIFIED","2011","95000.0","WV","Computer Systems Analysts","SHAREPOINT ADMINISTRATOR/DEVELOPER","CLIENT/SERVER SOFTWARE SOLUTIONS, INC."
"CERTIFIED","2011","71947.0","CA","Computer Programmers","PROGRAMMER ANALYST","VIRTUALXL, INC."
"CERTIFIED","2011","61526.0","NJ","Computer Systems Analysts","SYSTEMS ANALYST","HCL AMERICA, INC."
"DENIED","2011","43000.0","WI","Psychology Teachers, Postsecondary","ASSISTANT PROFESSOR","UNIVERSITY OF WISCONSIN COLLEGES"
"DENIED","2011","101733.0","NJ","General and Operations Managers","BUSINESS MANAGER OF OPERATIONS","PREMIER ASSET LOGISTICS NETWORK, LLC"
"CERTIFIED","2011","87000.0","MD","Statisticians","SENIOR MARKETING ANALYST","MERKLE, INC."
"CERTIFIED","2011","94432.0","CA","Electronics Engineers, Except Computer","SENIOR ASIC/LAYOUT DESIGN ENGINEER","ADVANCED MICRO DEVICES, INC."
"CERTIFIED","2011","200000.0","OK","Physicians and Surgeons, All Other","INTERNAL MEDICINE PHYSICIAN","TULSA HOSPITALISTS INC."
"CERTIFIED","2011","72344.0","AZ","Software Developers, Systems Software","SOFTWARE ENGINEER","INTEL CORPORATION"
"CERTIFIED","2011","94000.0","TN","Compliance Officers","COMMERCIALIZATION/COMPLIANCE OFFICER","VANDERBILT UNIVERSITY"
"CERTIFIED-WITHDRAWN","2011","72600.0","NM","Mathematicians","POSTDOCTORAL RESEARCH ASSOCIATE","LOS ALAMOS NATIONAL SECURITY, LLC"
"CERTIFIED","2011","76000.0","WA","Sales Managers","BUSINESS DEVELOPMENT MANAGER","C2S TECHNOLOGIES INC"
"CERTIFIED","2011","63877.0","IL","Computer Programmers","PROGRAMMER ANALYST","VERINON TECHNOLOGY SOLUTIONS LTD."
"CERTIFIED","2011","81000.0","WA","Software Developers, Applications","SOFTWARE DEVELOPMENT ENGINEER IN TEST","MICROSOFT CORPORATION"
"CERTIFIED-WITHDRAWN","2011","52749.0","MN","Computer Systems Analysts","SYSTEMS ANALYST","HCL AMERICA, INC."
"CERTIFIED","2011","72001.0","IL","Computer Systems Analysts","REPORTING ANALYST","BECKER PROFESSIONAL DEVELOPMENT CORPORATION"
"CERTIFIED","2011","82032.45","TX","Network and Computer Systems Administrators*","SR APPLICATIONS ENGINEER","PREMIER, INC."
"CERTIFIED","2011","52000.0","TX","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST","BN INFOTEC, INC."
"CERTIFIED","2011","61050.0","GA","Software Developers, Applications","SOFTWARE DEVELOPER","BOSS TECHNOLOGIES, INC."
"CERTIFIED","2011","121281.42","TX","Pharmacists","PHARMACIST","WAL-MART ASSOCIATES, INC."
"CERTIFIED","2011","52965.0","CO","Biological Scientists, All Other","RESEARCH INSTRUCTOR","UNIVERSITY OF COLORADO"
"CERTIFIED","2011","42224.0","CT","Computer Programmers","PROGRAMMER ANALYST","DATA PIONEER INC"
"CERTIFIED","2011","51000.0","OH","Computer Occupations, All Other*","QA ENGINEER","VST CONSULTING INC"
"CERTIFIED","2011","78910.0","NJ","Materials Scientists","RESEARCH & DEVELOPMENT SPECIALIST","SP INDUSTRIES, INC."
"DENIED","2011","29000.0","NC","Musicians and Singers","VOCAL PERFORMANCE COORDINATOR","T AND T COMMUNICATION SERVICES, INC"
"CERTIFIED","2011","113100.0","MA","Software Developers, Applications","SENIOR CONSULTANT","CAPGEMINI U.S. LLC"
"CERTIFIED","2011","61781.85","MN","Computer Programmers","JUNIOR SOFTWARE DEVELOPER","OPEN ACCESS TECHNOLOGY INTERNATIONAL, INC."
"CERTIFIED","2011","78000.0","NJ","Network and Computer Systems Administrators*","SR. NETWORK ENGINEER","SUBEX TECHNOLOGIES, INC."
"CERTIFIED","2011","57000.0","OH","Computer Programmers","PROGRAMMER ANALYST","OHM TECH INC"
"CERTIFIED","2011","58000.0","OH","Computer Programmers","COMPUTER PROGRAMMER","TATA CONSULTANCY SERVICES LIMITED"
"CERTIFIED","2011","58699.0","GA","Accountants and Auditors","TAX SENIOR","DELOITTE TAX LLP"
"DENIED","2011","60000.0","NY","Computer Systems Analysts","SENIOR PROGRAMMER ANALYST","NEW YORK TECHNOLOGY PARTNERS, INC."
"CERTIFIED","2011","69800.0","NJ","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST 2","ACCENTURE LLP"
"CERTIFIED","2011","55786.0","TX","Computer Programmers","PROGRAMMER ANALYST","FIRST TEK, INC."
"CERTIFIED-WITHDRAWN","2011","48900.0","OR","Physicians and Surgeons, All Other","RESIDENT PHYSICIAN","OREGON HEALTH & SCIENCE UNIVERSITY"
"CERTIFIED","2011","88920.0","CO","Computer and Information Systems Managers","PROJECT MANAGER","SYNTEL CONSULTING INC"
"CERTIFIED","2011","86000.0","NJ","Software Developers, Applications","SOFTWARE DEVELOPER","KEANE, INC."
"CERTIFIED","2011","70554.0","NJ","","PROGRAMMER ANALYST","SYMBIOUN TECHNOLOGIES, INC."
"CERTIFIED","2011","90022.0","MA","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST","KEANE, INC."
"CERTIFIED","2011","67000.0","IL","Software Developers, Systems Software","SYSTEMS ENGINEER","AUTOMOTIVE ROBOTICS, INC."
"CERTIFIED","2011","68000.0","MD","Statisticians","STATISTICIAN","MERKLE, INC."
"CERTIFIED","2011","42000.0","NY","Biochemists and Biophysicists","POSTDOCTORAL RESEARCH FELLOW","MEMORIAL SLOAN-KETTERING CANCER CENTER"
"CERTIFIED","2011","106000.0","GA","Management Analysts","SENIOR CONSULTANT","DELOITTE CONSULTING LLP"
"CERTIFIED","2011","70000.0","DE","Computer Systems Analysts","PERFORMANCE SYSTEM ANALYST","DELASOFT, INC."
"CERTIFIED","2011","60000.0","TX","Computer Systems Analysts","SYSTEMS ANALYST","PREMIER IT SOLUTIONS, INC"
"CERTIFIED","2011","65000.0","IL","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST","NET56, INC."
"CERTIFIED","2011","111111.0","WA","Software Developers, Applications","SENIOR DEVELOPMENT LEAD","MICROSOFT CORPORATION"
"CERTIFIED","2011","65000.0","MA","Computer Systems Analysts","SAP TECHNICAL CONSULTANT","VALUE CONSULTING INC"
"CERTIFIED","2011","88000.0","NY","Computer Systems Analysts","SOLUTIONS ANALYST","VITECH SYSTEMS GROUP, INC."
"CERTIFIED","2011","60000.0","TX","Computer Systems Analysts","SYSTEMS ANALYST","SYNOPSIS TECHNOLOGIES, LLC"
"CERTIFIED","2011","60000.0","TX","Computer Occupations, All Other*","DESIGN ENGINEER, RF","NOKIA SIEMENS NETWORKS US LLC"
"CERTIFIED","2011","40000.0","NY","Editors","ASSOCIATE EDITOR","AOL INC."
"CERTIFIED","2011","80000.0","CA","Computer Programmers","PROGRAMMER/ANALYST","FABERGENT, INC."
"CERTIFIED","2011","60000.0","NC","Computer Programmers","COMPUTER PROGRAMMERS","ZENINFOTECH LLC"
"CERTIFIED","2011","86700.0","VA","Management Analysts","SENIOR CONSULTANT","IBM CORPORATION"
"DENIED","2011","185000.0","FL","Internists, General","INTERNIST","DINESH KHANNA, M.D., P.A."
"CERTIFIED","2011","62858.0","FL","Software Developers, Applications","SOFTWARE ENGINEER","TALENTED IT, INC."
"CERTIFIED","2011","95000.0","IN","Management Analysts","ASSOCIATE MANAGER","ZIMMER, INC."
"CERTIFIED","2011","115000.0","NY","Information Security Analysts, Web Developers, and","SR. NETWORK ENGINEER","REVAL.COM, INC."
"CERTIFIED","2011","55245.0","OR","Computer Programmers","PROGRAMMER ANALYST","GOMIAPP, LLC"
"CERTIFIED","2011","70000.0","NY","Market Research Analysts and Marketing Specialists","ACCOUNT MARKETING SPECIALIST","ANOMALY PARTNERS, LLC"
"CERTIFIED","2011","59446.0","OH","Computer Systems Analysts","APPLICATION DEVELOPER","RELATIONAL TECHNOLOGY SERVICES, INC."
"CERTIFIED","2011","134826.0","NJ","Sales Managers","BUSINESS DEVELOPMENT MANAGER","WIPRO LIMITED"
"CERTIFIED","2011","62500.0","GA","Computer Programmers","COMPUTER PROGRAMMERS","PATNI AMERICAS INC."
"DENIED","2011","50000.0","NY","Epidemiologists","INFECTION CONTROL MANAGER","BSD MANAGEMENT"
"CERTIFIED","2011","37740.0","OH","Biological Technicians","POSTDOCTORAL SCHOLAR","CASE WESTERN RESERVE UNIVERSITY"
"CERTIFIED","2011","50000.0","GA","Computer Programmers","PROGRAMMER/ANALYST","SOFTPATH SYSTEM, LLC"
"CERTIFIED","2011","90043.0","CA","Computer Systems Analysts","APPLICATION CONSULTANT","IBM INDIA PRIVATE LIMITED"
"WITHDRAWN","2011","92000.0","GA","Business Teachers, Postsecondary","ASSISTANT PROFESSOR","GEORGIA INSTITUTE OF TECHNOLOGY"
"CERTIFIED","2011","116000.0","WA","Purchasing Managers","SENIOR VENDOR MANAGER","AMAZON CORPORATE LLC"
"CERTIFIED","2011","70000.0","NY","Computer and Information Research Scientists","RESEARCH SCIENTIST 2","XEROX CORPORATION"
"CERTIFIED","2011","100595.46","AZ","Software Developers, Applications","APPLICATION DEVELOPER IV","AAA NORTHERN CALIFORNIA, NEVADA & UTAH INSURANCE E"
"CERTIFIED","2011","83000.0","CA","Computer Systems Analysts","PROGRAMMER ANALYST","ENTERPRISE SOLUTIONS, INC."
"CERTIFIED","2011","54000.0","TX","Computer Systems Analysts","SYSTEMS ANALYST","CAMELOT INTEGRATED SOLUTIONS, INC."
"CERTIFIED","2011","52478.0","NY","Computer Programmers","PROGRAMMER ANALYST","HCL AMERICA, INC."
"CERTIFIED","2011","61360.0","IL","Mechanical Engineers","CONTROLS ENGINEER","AMERIT CONSULTING, INC."
"CERTIFIED","2011","32000.0","MI","Postsecondary Teachers, All Other","INTERNATIONAL SPECIALIST EDUCATION INSTRUCTOR","THE INSTITUTE FOR INTENATIONAL COOPERATION & DEVEL"
"CERTIFIED","2011","81000.0","NC","Software Developers, Applications","SOFTWARE ENGINEER","JVR SYSTEMS, INC."
"CERTIFIED","2011","61500.0","GA","Software Developers, Applications","SOFTWARE DEVELOPER","EVEREST COMPUTERS INC."
"CERTIFIED","2011","88000.0","TX","Veterinarians","ASSOCIATE VETERINARIAN","A CARING DOCTOR (TEXAS), P.C."
"CERTIFIED","2011","60000.0","CA","Electrical and Electronics Engineering Technicians","ELECTRICAL AND ELECTRONICS ENGINEERING TECHNICIANS","RANGER COMMUNICATIONS INC."
"CERTIFIED","2011","55494.0","NM","Computer Programmers","ORACLE SPECIALIST","KPIT INFOSYSTEMS, INC."
"CERTIFIED","2011","58200.0","OH","Computer Programmers","SOFTWARE DEVELOPER","VAYU INC"
"CERTIFIED-WITHDRAWN","2011","90000.0","TX","Mechanical Engineers","SUBSEA ENGINEER","WORLDWIDE OILFIELD MACHINE, INC"
"CERTIFIED","2011","62000.0","CA","Computer Systems Analysts","SYSTEMS ANALYST","EXAFORT LLC"
"CERTIFIED","2011","85000.0","CA","Software Developers, Applications","SOFTWARE ENGINEER","EDGECAST NETWORKS, INC."
"CERTIFIED","2011","63107.0","CA","Computer Systems Analysts","PROGRAMMER ANALYST","ENTERPRISE SOLUTIONS, INC."
"CERTIFIED","2011","110000.0","VA","Software Developers, Systems Software","SYSTEM INTEGRATOR III","CLEAR WIRELESS LLC"
"CERTIFIED","2011","99500.0","CA","Software Developers, Systems Software","SENIOR SOFTWARE DEVELOPMENT ENGINEER","INVENSYS SYSTEMS, INC."
"CERTIFIED","2011","74318.0","CT","Computer Systems Analysts","SENIOR SYSTEMS ANALYST","COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION"
"DENIED","2011","89000.0","NY","Market Research Analysts and Marketing Specialists","BUSINESS DEVELOPMENT OFFICER","ALBION INTERNATIONAL MARKETING, LLC."
"CERTIFIED","2011","135000.0","OH","Chemical Engineers","SENIOR CRYSTAL GROWING RESEARCH AND DEVELOPMENT EN","SILFEX, INC., A DIVISION OF LAM RESEARCH CORPORATI"
"CERTIFIED","2011","44000.0","CO","Anthropologists and Archeologists","STAFF ARCHAEOLOGIST","CULTURAL RESOURCE ANALYSTS, INC."
"CERTIFIED","2011","54758.0","PA","Operations Research Analysts","PROJECT BUYER - PROCESS IMPROVEMENT","VOLVO CONSTRUCTION EQUIPMENT NORTH AMERICA, LLC"
"CERTIFIED","2011","52021.0","FL","Computer Programmers","PROGRAMMER ANALYST","SVAM INTERNATIONAL, INC."
"CERTIFIED","2011","59400.0","IL","Computer Occupations, All Other*","COMPUTER SPECIALIST/SYSTEM SUPPORT AND DEVELOPMENT","ACCENTURE LLP"
"CERTIFIED","2011","65000.0","MA","Art, Drama, and Music Teachers, Postsecondary","ASSISTANT PROFESSOR","NORTHEASTERN UNIVERSITY"
"CERTIFIED","2011","95846.0","NY","Marketing Managers","VICE PRESIDENT DIGITAL PRODUCTS, APPS AND GAMES","MTV NETWORKS, A DIVISION OF VIACOM INTERNATIONAL, "
"CERTIFIED","2011","123197.0","NJ","Electrical Engineers","ENGINEER","FOSTER WHEELER NORTH AMERICA CORPORATION"
"CERTIFIED","2011","47500.0","MA","Accountants and Auditors","ACCOUNTANT","GLOBAL VISION HOTELS, LLC"
"WITHDRAWN","2011","44980.0","RI","Management Analysts","BUSINESS/MANAGEMENT ANALYST","SUNTIME CITY, INC."
"CERTIFIED","2011","76375.0","NY","Editors","ASSOCIATE COPY EDITOR","NEWS AMERICA INCORPORATED"
"CERTIFIED","2011","78666.0","CT","Industrial Engineers","PROJECT, HUMAN FACTORS ENGINEER","PITNEY BOWES INC."
"CERTIFIED","2011","66500.0","WI","Computer Systems Analysts","PROGRAMMER ANALYST","WEBILENT TECHNOLOGY INC"
"CERTIFIED","2011","46901.0","TX","Elementary School Teachers, Except Special Educati","BILINGUAL ELEMENTARY TEACHER","DALLAS INDEPENDENT SCHOOL DISTRICT"
"CERTIFIED","2011","60000.0","FL","Software Developers, Applications","SOFTWARE ENGINEER","PERITUS INC"
"CERTIFIED","2011","75000.0","OK","Accountants and Auditors","ERS SENIOR CONSULTANT","DELOITTE & TOUCHE LLP"
"DENIED","2011","60000.0","NY","Computer Occupations, All Other*","WEB DEVELOPER","BUNCEE LLC"
"CERTIFIED","2011","71900.0","TX","Economists","SENIOR BUSINESS ANALYST","CAPITAL ONE, NATIONAL ASSOCIATION"
"CERTIFIED","2011","84000.0","TX","Information Security Analysts, Web Developers, and","LEAD NETWORK ANALYST","THE UNIVERSITY OF HOUSTON"
"CERTIFIED","2011","84000.0","FL","Chemists","ANALYTICAL CHEMIST (RESEARCH SCIENTIST II)","ACTAVIS SOUTHATLANTIC LLC"
"CERTIFIED","2011","63274.0","IL","Computer Systems Analysts","BUSINESS SYSTEM ANALYST","WIPRO LIMITED"
"CERTIFIED","2011","126541.0","WA","Software Developers, Applications","SENIOR SOFTWARE DEVELOPMENT ENGINEER LEAD","MICROSOFT CORPORATION"
"CERTIFIED","2011","87000.0","CA","","SOFTWARE ENGINEER","INTUIT INC."
